"種類ID","種類名","駅コード(運行系統)","駅コード(正式)[code]","駅名(正式)[code]","駅コード(正式)[id]","駅名(正式)[id]","駅名","駅グループコード(運行系統)","路線名(運行系統)","路線コード(運行系統)[code]","路線名(運行系統)[code]","路線コード(運行系統)[id]","路線名(運行系統)[id]","ナンバリング接頭辞","路線記号","ナンバリングハイフン","駅番号","路線(運行系統)ごとの並び順","駅カラー"
"","","11000202","1100208","母恋","10621","母恋","母恋","11000202","室蘭本線(室蘭支線)","110008A","室蘭本線","711","室蘭本線","","M","","35","4","#0068B7"
"","","11000203","1100209","室蘭","10622","室蘭","室蘭","11000203","室蘭本線(室蘭支線)","110008A","室蘭本線","711","室蘭本線","","M","","36","5","#0068B7"
"","","11000204","1100210","苫小牧","10623","苫小牧","苫小牧","11000204","日高本線","110009A","日高本線","712","日高本線","","H","","18","1","#0068B7"
"","","11000205","1100211","勇払","10624","勇払","勇払","11000205","日高本線","110009A","日高本線","712","日高本線","","","","","2",""
"","","11000206","1100212","浜厚真","10625","浜厚真","浜厚真","11000206","日高本線","110009A","日高本線","712","日高本線","","","","","3",""
"","","11000207","1100213","浜田浦","10626","浜田浦","浜田浦","11000207","日高本線","110009A","日高本線","712","日高本線","","","","","4",""
"","","11000208","1100214","鵡川","10627","鵡川","鵡川","11000208","日高本線","110009A","日高本線","712","日高本線","","","","","5",""
"","","11000209","1100215","汐見","10628","汐見","汐見","11000209","日高本線","110009A","日高本線","712","日高本線","","","","","6",""
"","","11000210","1100216","富川","10629","富川","富川","11000210","日高本線","110009A","日高本線","712","日高本線","","","","","7",""
"","","11000211","1100217","日高門別","10630","日高門別","日高門別","11000211","日高本線","110009A","日高本線","712","日高本線","","","","","8",""
"","","11000212","1100218","豊郷","10631","豊郷","豊郷","11000212","日高本線","110009A","日高本線","712","日高本線","","","","","9",""
"","","11000213","1100219","清畠","10632","清畠","清畠","11000213","日高本線","110009A","日高本線","712","日高本線","","","","","10",""
"","","11000214","1100220","厚賀","10633","厚賀","厚賀","11000214","日高本線","110009A","日高本線","712","日高本線","","","","","11",""
"","","11000215","1100221","大狩部","10634","大狩部","大狩部","11000215","日高本線","110009A","日高本線","712","日高本線","","","","","12",""
"","","11000216","1100222","節婦","10635","節婦","節婦","11000216","日高本線","110009A","日高本線","712","日高本線","","","","","13",""
"","","11000217","1100223","新冠","10636","新冠","新冠","11000217","日高本線","110009A","日高本線","712","日高本線","","","","","14",""
"","","11000218","1100224","静内","10637","静内","静内","11000218","日高本線","110009A","日高本線","712","日高本線","","","","","15",""
"","","11000219","1100225","東静内","10638","東静内","東静内","11000219","日高本線","110009A","日高本線","712","日高本線","","","","","16",""
"","","11000220","1100226","春立","10639","春立","春立","11000220","日高本線","110009A","日高本線","712","日高本線","","","","","17",""
"","","11000221","1100227","日高東別","10640","日高東別","日高東別","11000221","日高本線","110009A","日高本線","712","日高本線","","","","","18",""
"","","11000222","1100228","日高三石","10641","日高三石","日高三石","11000222","日高本線","110009A","日高本線","712","日高本線","","","","","19",""
"","","11000223","1100229","蓬栄","10642","蓬栄","蓬栄","11000223","日高本線","110009A","日高本線","712","日高本線","","","","","20",""
"","","11000224","1100230","本桐","10643","本桐","本桐","11000224","日高本線","110009A","日高本線","712","日高本線","","","","","21",""
"","","11000225","1100231","荻伏","10644","荻伏","荻伏","11000225","日高本線","110009A","日高本線","712","日高本線","","","","","22",""
"","","11000226","1100232","絵笛","10645","絵笛","絵笛","11000226","日高本線","110009A","日高本線","712","日高本線","","","","","23",""
"","","11000227","1100233","浦河","10646","浦河","浦河","11000227","日高本線","110009A","日高本線","712","日高本線","","","","","24",""
"","","11000228","1100234","東町","10647","東町","東町","11000228","日高本線","110009A","日高本線","712","日高本線","","","","","25",""
"","","11000229","1100235","日高幌別","10648","日高幌別","日高幌別","11000229","日高本線","110009A","日高本線","712","日高本線","","","","","26",""
"","","11000230","1100236","鵜苫","10649","鵜苫","鵜苫","11000230","日高本線","110009A","日高本線","712","日高本線","","","","","27",""
"","","11000231","1100237","西様似","10650","西様似","西様似","11000231","日高本線","110009A","日高本線","712","日高本線","","","","","28",""
"","","11000232","1100238","様似","10651","様似","様似","11000232","日高本線","110009A","日高本線","712","日高本線","","","","","29",""
"","","11000233","1100239","深川","10652","深川","深川","11000233","留萌本線","110010A","留萌本線","713","留萌本線","","A","","24","1","#F39700"
"","","11000234","1100240","北一已","10653","北一已","北一已","11000234","留萌本線","110010A","留萌本線","713","留萌本線","","","","","2",""
"","","11000235","1100241","秩父別","10654","秩父別","秩父別","11000235","留萌本線","110010A","留萌本線","713","留萌本線","","","","","3",""
"","","11000236","1100242","北秩父別","10655","北秩父別","北秩父別","11000236","留萌本線","110010A","留萌本線","713","留萌本線","","","","","4",""
"","","11000237","1100243","石狩沼田","10656","石狩沼田","石狩沼田","11000237","留萌本線","110010A","留萌本線","713","留萌本線","","","","","5",""
"","","11000238","1100244","真布","10657","真布","真布","11000238","留萌本線","110010A","留萌本線","713","留萌本線","","","","","6",""
"","","11000239","1100245","恵比島","10658","恵比島","恵比島","11000239","留萌本線","110010A","留萌本線","713","留萌本線","","","","","7",""
"","","11000240","1100246","峠下","10659","峠下","峠下","11000240","留萌本線","110010A","留萌本線","713","留萌本線","","","","","8",""
"","","11000241","1100247","幌糠","10660","幌糠","幌糠","11000241","留萌本線","110010A","留萌本線","713","留萌本線","","","","","9",""
"","","11000242","1100248","藤山","10661","藤山","藤山","11000242","留萌本線","110010A","留萌本線","713","留萌本線","","","","","10",""
"","","11000243","1100249","大和田","10662","大和田","大和田","11000243","留萌本線","110010A","留萌本線","713","留萌本線","","","","","11",""
"","","11000244","1100250","留萌","10663","留萌","留萌","11000244","留萌本線","110010A","留萌本線","713","留萌本線","","","","","12",""
"","","11000245","1100251","瀬越","10664","瀬越","瀬越","11000245","留萌本線","110010A","留萌本線","713","留萌本線","","","","","13",""
"","","11000246","1100252","浜中海水浴場","10665","浜中海水浴場","浜中海水浴場","11000246","留萌本線","110010A","留萌本線","713","留萌本線","","","","","14",""
"","","11000247","1100253","礼受","10666","礼受","礼受","11000247","留萌本線","110010A","留萌本線","713","留萌本線","","","","","15",""
"","","11000248","1100254","阿分","10667","阿分","阿分","11000248","留萌本線","110010A","留萌本線","713","留萌本線","","","","","16",""
"","","11000249","1100255","信砂","10668","信砂","信砂","11000249","留萌本線","110010A","留萌本線","713","留萌本線","","","","","17",""
"","","11000250","1100256","舎熊","10669","舎熊","舎熊","11000250","留萌本線","110010A","留萌本線","713","留萌本線","","","","","18",""
"","","11000251","1100257","朱文別","10670","朱文別","朱文別","11000251","留萌本線","110010A","留萌本線","713","留萌本線","","","","","19",""
"","","11000252","1100258","箸別","10671","箸別","箸別","11000252","留萌本線","110010A","留萌本線","713","留萌本線","","","","","20",""
"","","11000253","1100259","増毛","10672","増毛","増毛","11000253","留萌本線","110010A","留萌本線","713","留萌本線","","","","","21",""
"","","11000254","1100260","旭川","10673","旭川","旭川","11000254","富良野線","110011A","富良野線","714","富良野線","","A","","28","1","#F39700"
"","","11000255","1100261","神楽岡","10674","神楽岡","神楽岡","11000255","富良野線","110011A","富良野線","714","富良野線","","F","","29","2","#AF579D"
"","","11000256","1100262","緑が丘","10675","緑が丘","緑が丘","11000256","富良野線","110011A","富良野線","714","富良野線","","F","","30","3","#AF579D"
"","","11000257","1100263","西御料","10676","西御料","西御料","11000257","富良野線","110011A","富良野線","714","富良野線","","F","","31","4","#AF579D"
"","","11000258","1100264","西瑞穂","10677","西瑞穂","西瑞穂","11000258","富良野線","110011A","富良野線","714","富良野線","","F","","32","5","#AF579D"
"","","11000259","1100265","西神楽","10678","西神楽","西神楽","11000259","富良野線","110011A","富良野線","714","富良野線","","F","","33","6","#AF579D"
"","","11000260","1100266","西聖和","10679","西聖和","西聖和","11000260","富良野線","110011A","富良野線","714","富良野線","","F","","34","7","#AF579D"
"","","11000261","1100267","千代ヶ岡","10680","千代ヶ岡","千代ヶ岡","11000261","富良野線","110011A","富良野線","714","富良野線","","F","","35","8","#AF579D"
"","","11000262","1100268","北美瑛","10681","北美瑛","北美瑛","11000262","富良野線","110011A","富良野線","714","富良野線","","F","","36","9","#AF579D"
"","","11000263","1100269","美瑛","10682","美瑛","美瑛","11000263","富良野線","110011A","富良野線","714","富良野線","","F","","37","10","#AF579D"
"","","11000264","1100270","美馬牛","10683","美馬牛","美馬牛","11000264","富良野線","110011A","富良野線","714","富良野線","","F","","38","11","#AF579D"
"","","11000265","1100271","上富良野","10684","上富良野","上富良野","11000265","富良野線","110011A","富良野線","714","富良野線","","F","","39","12","#AF579D"
"","","11000266","1100272","西中","10685","西中","西中","11000266","富良野線","110011A","富良野線","714","富良野線","","F","","40","13","#AF579D"
"","","11000267","1100273","ラベンダー畑","10686","ラベンダー畑","ラベンダー畑","11000267","富良野線","110011A","富良野線","714","富良野線","","F","","41","14","#AF579D"
"","","11000268","1100274","中富良野","10687","中富良野","中富良野","11000268","富良野線","110011A","富良野線","714","富良野線","","F","","42","15","#AF579D"
"","","11000269","1100275","鹿討","10688","鹿討","鹿討","11000269","富良野線","110011A","富良野線","714","富良野線","","F","","43","16","#AF579D"
"","","11000270","1100276","学田","10689","学田","学田","11000270","富良野線","110011A","富良野線","714","富良野線","","F","","44","17","#AF579D"
